document_id,filename,block_collection,page_index,page_number,block_index,block_type,score,image_paths,text,bbox
gtm10,GTM10.pdf,preproc_blocks,6,7,2,chart,0.9842,9d98b5709ac10f3d2b79e0df1b1483117052976a76f6f1bccf00c2f46245c5ff.jpg,,"[137, 85, 477, 255]"
gtm10,GTM10.pdf,preproc_blocks,8,9,3,image,0.9746,18dd45cd9029d64090e366c331adfacc782f882f4ff3b0d9b8f94d315fcd5cce.jpg,,"[66, 107, 135, 190]"
gtm10,GTM10.pdf,preproc_blocks,8,9,5,image,0.9647,8b9beb218814ab2af1d30ae6f1124452d051007d05b5e292ebf9a15b28b29a39.jpg,,"[66, 216, 138, 295]"
gtm10,GTM10.pdf,preproc_blocks,8,9,8,image,0.9627,0853f433e7763047a92b3351261b8149828c947ca55838637651df8388dbe80d.jpg,,"[70, 352, 136, 431]"
gtm10,GTM10.pdf,preproc_blocks,8,9,10,image,0.961,1a7c7477536733b14323e72b4dcbac33dcd60f855ae78c7db4041e8bb5677708.jpg,,"[70, 450, 141, 532]"
gtm10,GTM10.pdf,para_blocks,1,2,2,chart,0.956,5b78d85bc4aee0ea9fb85d98c6b404b1898808975d66c430b67d0ade73ac15be.jpg,,"[182, 86, 432, 257]"
gtm10,GTM10.pdf,para_blocks,1,2,9,chart,0.9819,595fbf0d94e7fb4ae9251428cd64d90a10fd3b5caee5666049158530da5c30fa.jpg,,"[137, 468, 477, 639]"
gtm10,GTM10.pdf,para_blocks,2,3,2,chart,0.9848,e44a84cfd91e7982242d9b0c635976d74456031bcc8100da4d2ba17db20d8783.jpg,,"[138, 83, 479, 255]"
gtm10,GTM10.pdf,para_blocks,2,3,9,chart,0.9776,0e84dac9d84b59b984cd7da998783ed524fa52135a403669101e1971ce0781ea.jpg,,"[95, 425, 518, 594]"
gtm10,GTM10.pdf,para_blocks,3,4,2,chart,0.9721,1473db8dfd08fb316aa6ccb8e040d3715e1baf896c4bc6685eb3f193be616a52.jpg,,"[106, 92, 511, 455]"
gtm10,GTM10.pdf,para_blocks,4,5,3,table,0.9877,bf6e4339b23fd8c00f5efe999d56e739b618ef5bc99cb55c643b7bc03f7f9f7b.jpg,,"[66, 104, 531, 238]"
gtm10,GTM10.pdf,para_blocks,4,5,5,chart,0.9823,9d81f694cfd443d2273af783ffc56a26f51f6a3f458d41832840023938ab3572.jpg,,"[137, 325, 478, 494]"
gtm10,GTM10.pdf,para_blocks,5,6,2,image,0.9819,372932fa9f012a4eb5a04901e07dda5a2a2a040795eef9a0383e5d706a302e25.jpg,,"[154, 87, 237, 373]"
gtm10,GTM10.pdf,para_blocks,5,6,3,image,0.9813,2b2a942e2b5e9abe1b38c2e42317b99bc5255b89313f3103a802e4cd3937becc.jpg,,"[270, 87, 353, 374]"
gtm10,GTM10.pdf,para_blocks,5,6,4,image,0.9843,717bc28fd9940af3b75d30982e635fc646d7519c4435550f2311f909577cf5c4.jpg,,"[391, 87, 473, 372]"
gtm10,GTM10.pdf,para_blocks,6,7,2,chart,0.9842,9d98b5709ac10f3d2b79e0df1b1483117052976a76f6f1bccf00c2f46245c5ff.jpg,,"[137, 85, 477, 255]"
gtm10,GTM10.pdf,para_blocks,8,9,3,image,0.9746,18dd45cd9029d64090e366c331adfacc782f882f4ff3b0d9b8f94d315fcd5cce.jpg,,"[66, 107, 135, 190]"
gtm10,GTM10.pdf,para_blocks,8,9,5,image,0.9647,8b9beb218814ab2af1d30ae6f1124452d051007d05b5e292ebf9a15b28b29a39.jpg,,"[66, 216, 138, 295]"
gtm10,GTM10.pdf,para_blocks,8,9,8,image,0.9627,0853f433e7763047a92b3351261b8149828c947ca55838637651df8388dbe80d.jpg,,"[70, 352, 136, 431]"
gtm10,GTM10.pdf,para_blocks,8,9,10,image,0.961,1a7c7477536733b14323e72b4dcbac33dcd60f855ae78c7db4041e8bb5677708.jpg,,"[70, 450, 141, 532]"
